,movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,world_wide_box_office
0,Madea's Family Reunion,2006,8220100,10000000,63257940,62581,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,1.0,,63320521
1,Krrish,2006,58540100,10000000,1430721,31000000,Not Rated,Science Fiction,Original Screenplay,Live Action,Action,1.0,,32430721
2,End of the Spear,2006,34620100,10000000,11748661,175380,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,,11924041
3,A Prairie Home Companion,2006,24910100,10000000,20342852,6373339,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,105.0,26716191
4,Saw III,2006,5840100,10000000,80238724,83638091,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1.0,,163876815
5,Employee of the Month,2006,19540100,10000000,28444855,9920000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,108.0,38364855
6,Edmond,2006,78520100,10000000,131719,110000,R,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0.0,,241719
7,Peaceful Warrior,2006,52640100,10000000,2893666,366513,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,3260179
8,Turistas,2006,42200100,10000000,7027762,7293308,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,,14321070
9,Kabhi Alvida Naa Kehna,2006,51280100,10750000,3275443,29300000,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,,32575443
10,Jackass: Number Two,2006,6660100,11000000,72778712,12500000,R,Factual,Based on TV,Live Action,Comedy,1.0,,85278712
11,Copying Beethoven,2006,69990100,11000000,355968,6230356,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,6586324
12,For Your Consideration,2006,45520100,12000000,5549923,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,5549923
13,Crank,2006,19850100,12000000,27838408,16086515,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,88.0,43924923
14,Fateless,2006,75540100,12000000,196857,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,140.0,196857
15,Running With Scissors,2006,42860100,12000000,6860000,1846701,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,,8706701
16,Step Up,2006,7780100,12000000,65328121,45661036,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,103.0,110989157
17,Find Me Guilty,2006,60110100,13000000,1173673,1724552,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,2898225
18,Infamous,2006,60310100,13000000,1151330,1462387,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,2613717
19,Letters from Iwo Jima,2006,31930100,13000000,13756082,54111916,R,Historical Fiction,Based on Real Life Events,Live Action,Drama,0.0,101.0,67867998
20,Little Children,2006,45670100,14000000,5463019,8658158,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,14121177
21,Catch a Fire,2006,48350100,14000000,4299773,1482425,PG-13,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0.0,,5782198
22,Bobby,2006,35340100,14000000,11242801,9355005,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,116.0,20597806
23,An American Haunting,2006,130560100,14000000,16298046,14145231,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0.0,83.0,30443277
24,Manderlay,2006,83060100,14200000,74205,469101,Not Rated,Historical Fiction,Original Screenplay,Live Action,Drama,1.0,,543306
25,Idlewild,2006,33420100,15000000,12669914,0,R,Historical Fiction,Original Screenplay,Live Action,Musical,0.0,,12669914
26,The Marine,2006,26360100,15000000,18844784,3320824,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,,22165608
27,The Queen,2006,9460100,15000000,56441711,72444162,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,128885873
28,Flicka,2006,24440100,15000000,21000147,896220,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,95.0,21896367
29,Hoot,2006,40190100,15000000,8117637,107361,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,91.0,8224998
30,When a Stranger Calls,2006,11590100,15000000,47860214,19355221,PG-13,Contemporary Fiction,Remake,Live Action,Horror,0.0,,67215435
31,Slither,2006,40870100,15250000,7802450,5127893,R,Science Fiction,Original Screenplay,Live Action,Horror,0.0,96.0,12930343
32,El Laberinto del Fauno,2006,15030100,16000000,37634615,49406954,R,Historical Fiction,Original Screenplay,Live Action,Horror,0.0,,87041569
33,The Texas Chainsaw Massacre: The Beginning,2006,14200100,16000000,39517763,11000000,R,Historical Fiction,Remake,Live Action,Horror,1.0,,50517763
34,The Illusionist,2006,14070100,16500000,39868642,43923420,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,110.0,83792062
35,FUR: An Imaginary Portrait of Diane Arbus,2006,74420100,16800000,223202,2057887,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,115.0,2281089
36,The Hills Have Eyes,2006,13350100,17000000,41778863,28576950,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,,70355813
37,American Dreamz,2006,130880100,17000000,7314027,9196944,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0.0,107.0,16510971
38,Larry the Cable Guy: Health Inspector,2006,29590100,17000000,15680099,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,15680099
39,ATL,2006,24260100,17000000,21170563,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,107.0,21170563
40,Running Scared,2006,42740100,17000000,6855137,2873951,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,,9729088
41,Beerfest,2006,26000100,17500000,19185184,974132,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,110.0,20159316
42,United 93,2006,18030100,18000000,31567134,46067901,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,111.0,77635035
43,Borat,2006,2620100,18000000,128505958,132937284,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0.0,82.0,261443242
44,Renaissance,2006,83460100,18000000,70644,2330769,R,Science Fiction,Original Screenplay,Digital Animation,Action,0.0,105.0,2401413
45,Indigènes,2006,71010100,18900000,320700,25742872,Not Rated,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,120.0,26063572
46,The Painted Veil,2006,40280100,19400000,8060487,7058308,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,15118795
47,Doogal,2006,41200100,20000000,7578946,20479706,G,Kids Fiction,Based on TV,Digital Animation,Adventure,0.0,83.0,28058652
48,The Proposition,2006,56400100,20000000,1903434,3410174,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,,5313608
49,Stay Alive,2006,22790100,20000000,23086480,101026,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,,23187506
50,One Night with the King,2006,32340100,20000000,13395961,329071,PG,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,123.0,13725032
51,School for Scoundrels,2006,27190100,20000000,17807569,0,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0.0,101.0,17807569
52,Date Movie,2006,11350100,20000000,48548426,36597739,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,85146165
53,The Covenant,2006,22630100,20000000,23364784,14800000,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0.0,97.0,38164784
54,Stick It,2006,20280100,20000000,26910736,3488978,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,30399714
55,Man of the Year,2006,15130100,20000000,37442180,3900000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,41342180
56,A Scanner Darkly,2006,45610100,20000000,5501616,1903468,R,Science Fiction,Based on Fiction Book/Short Story,Rotoscoping,Thriller/Suspense,0.0,100.0,7405084
57,Babel,2006,16570100,20000000,34302837,97818375,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,143.0,132121212
58,The Grudge 2,2006,14360100,20000000,39143839,31600000,PG-13,Contemporary Fiction,Remake,Live Action,Horror,1.0,,70743839
59,Pulse,2006,24970100,20500000,20264436,9976999,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,,30241435
60,Joyeux Noël,2006,61080100,22000000,1054361,22079714,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,23134075
61,Rocky Balboa,2006,7040100,24000000,70269899,85959151,PG,Contemporary Fiction,Unknown,Live Action,Drama,1.0,,156229050
62,Unaccompanied Minors,2006,28450100,25000000,16655224,5315607,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0.0,87.0,21970831
63,BloodRayne,2006,54100100,25000000,2405420,1306213,R,Fantasy,Based on Game,Live Action,Action,0.0,92.0,3711633
64,The Omen,2006,9820100,25000000,54607383,64688201,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,,119295584
65,She's the Man,2006,16720100,25000000,33889159,21390449,PG-13,Contemporary Fiction,Based on Play,Live Action,Romantic Comedy,0.0,105.0,55279608
66,Nanny McPhee,2006,11750100,25000000,47279279,81466299,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,99.0,128745578
67,Final Destination 3,2006,9880100,25000000,54098051,58700000,R,Fantasy,Original Screenplay,Live Action,Horror,1.0,,112798051
68,Lucky Number Slevin,2006,23280100,27000000,22495466,33000000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,110.0,55495466
69,Notes on a Scandal,2006,27520100,27500000,17510118,33068293,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,92.0,50578411
70,Just My Luck,2006,27710100,28000000,17326650,20833255,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,,38159905
71,Miss Potter,2006,52070100,30000000,3005605,32885652,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,92.0,35891257
72,Gridiron Gang,2006,14570100,30000000,38432823,3025011,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,126.0,41457834
73,Stranger Than Fiction,2006,13800100,30000000,40435190,13137632,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,105.0,53572822
74,Ultraviolet,2006,26670100,30000000,18522064,12440048,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0.0,,30962112
75,My Super Ex-Girlfriend,2006,23230100,30000000,22530295,38242561,PG-13,Super Hero,Original Screenplay,Live Action,Comedy,0.0,,60772856
76,Wu ji,2006,64990100,30000000,669625,35200309,PG-13,Fantasy,Original Screenplay,Live Action,Action,0.0,,35869934
77,Take the Lead,2006,16320100,30000000,34742066,30648427,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,65390493
78,Glory Road,2006,13030100,30000000,42647449,151611,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,42799060
79,Nacho Libre,2006,5860100,32000000,80197993,19098469,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,90.0,99296462
80,The Good German,2006,59180100,32000000,1308696,5369337,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,105.0,6678033
81,Snakes on a Plane,2006,16690100,33000000,34020814,28000000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,106.0,62020814
82,Goal! The Dream Begins,2006,48380100,33000000,4283255,23327618,PG,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,121.0,27610873
83,The Fountain,2006,36990100,35000000,10144010,5317628,PG-13,Science Fiction,Original Screenplay,Live Action,Drama,0.0,96.0,15461638
84,Bandidas,2006,110030100,35000000,0,19282590,PG-13,Historical Fiction,Original Screenplay,Live Action,Western,0.0,93.0,19282590
85,The Nativity Story,2006,15040100,35000000,37629831,8679813,PG,Dramatization,Based on Religious Text,Live Action,Drama,0.0,,46309644
86,The Benchwarmers,2006,8740100,35000000,59843754,5219972,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,65063726
87,The Devil Wears Prada,2006,2860100,35000000,124740460,201332695,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,109.0,326073155
88,Zoom,2006,34430100,35000000,11989328,516860,PG,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0.0,,12506188
89,A Good Year,2006,41460100,35000000,7459300,34604805,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,118.0,42064105
90,Marie Antoinette,2006,29340100,40000000,15962471,44900000,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,60862471
91,Big Momma's House 2,2006,7080100,40000000,70165972,66881404,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1.0,,137047376
92,Alex Rider: Operation Stormbreaker,2006,65100100,40000000,659210,20063240,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,,20722450
93,Eight Below,2006,5600100,40000000,81612565,38843429,PG,Contemporary Fiction,Remake,Live Action,Adventure,0.0,120.0,120455994
94,The Lake House,2006,10330100,40000000,52330111,62500000,PG,Fantasy,Remake,Live Action,Drama,0.0,99.0,114830111
95,Scary Movie 4,2006,4830100,40000000,90710620,88000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1.0,,178710620
96,Apocalypto,2006,130090100,40000000,50866635,70165637,R,Historical Fiction,Original Screenplay,Live Action,Action,0.0,138.0,121032272
97,Invincible,2006,9100100,40000000,57806952,694175,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,104.0,58501127
98,The Prestige,2006,10120100,40000000,53089891,51317475,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,130.0,104407366
99,Music and Lyrics,2006,10900100,40000000,50572589,95624296,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,104.0,146196885
100,Les Bronzés 3: amis pour la vie,2006,124290100,42000000,0,83833602,Unknown,Contemporary Fiction,Unknown,Live Action,Comedy,1.0,,83833602
101,Underworld: Evolution,2006,8340100,45000000,62318875,51098887,R,Fantasy,Original Screenplay,Live Action,Action,1.0,,113417762
102,The Ant Bully,2006,130300100,45000000,28142535,21468363,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0.0,89.0,49610898
103,Man cheng jin dai huang jin jia,2006,43270100,45000000,6566773,70337656,R,Historical Fiction,Based on Play,Live Action,Action,0.0,,76904429
104,Last Holiday,2006,14590100,45000000,38399961,4943286,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0.0,112.0,43343247
105,16 Blocks,2006,130180100,45000000,36895141,28700000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,105.0,65595141
106,Happily N'Ever After,2006,29460100,47000000,15849032,22074786,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,87.0,37923818
107,Failure to Launch,2006,5010100,50000000,88715192,39687709,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,97.0,128402901
108,Silent Hill,2006,11810100,50000000,46982632,47721595,R,Contemporary Fiction,Based on Game,Live Action,Horror,0.0,,94704227
109,V for Vendetta,2006,6980100,50000000,70511035,59703127,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,,130214162
110,Inside Man,2006,5020100,50000000,88634237,97164028,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,128.0,185798265
111,Firewall,2006,11330100,50000000,48751189,34000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,105.0,82751189
112,Deck the Halls,2006,16190100,51000000,35093569,11722238,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,93.0,46815807
113,Barnyard: The Original Party Animals,2006,6650100,51000000,72779000,45804844,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,90.0,118583844
114,The Break-Up,2006,3140100,52000000,118703275,87024032,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,106.0,205727307
115,Flags of Our Fathers,2006,16830100,53000000,33602376,30055565,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,132.0,63657941
116,"You, Me and Dupree",2006,6310100,54000000,75802010,54600000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,109.0,130402010
117,R.V.,2006,6760100,55000000,71724497,15748527,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0.0,98.0,87473024
118,The Pursuit of Happyness,2006,1590100,55000000,162586036,144725057,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,117.0,307311093
119,All the King's Men,2006,41880100,55000000,7221458,2300000,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,9521458
120,The Shaggy Dog,2006,8480100,60000000,61123569,26000000,PG,Fantasy,Remake,Live Action,Comedy,0.0,98.0,87123569
121,The Black Dahlia,2006,23100100,60000000,22672813,26565712,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,121.0,49238525
122,Flyboys,2006,32730100,60000000,13090630,1725749,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,139.0,14816379
123,The Sentinel,2006,15670100,60000000,36280697,41800000,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,,78080697
124,Perfume: The Story of a Murderer,2006,54810100,63700000,2223293,131380170,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,133603463
125,Little Man,2006,8910100,64000000,58636047,43000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,101636047
126,We Are Marshall,2006,12750100,65000000,43545364,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,43545364
127,World Trade Center,2006,7030100,65000000,70278893,93016761,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,129.0,163295654
128,The Guardian,2006,9740100,70000000,55011732,39961808,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,139.0,94973540
129,Basic Instinct 2,2006,44650100,70000000,5946136,29471026,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,1.0,114.0,35417162
130,Talladega Nights: The Ballad of Ricky Bobby,2006,1870100,73000000,148213377,14657148,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,104.0,162870525
131,Ice Age: The Meltdown,2006,1000100,75000000,195330621,456568661,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1.0,91.0,651899282
132,Monster House,2006,6580100,75000000,73661010,67606360,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,91.0,141267370
133,Lady in the Water,2006,13140100,75000000,42285169,30500000,PG-13,Fantasy,Original Screenplay,Live Action,Drama,0.0,110.0,72785169
134,Dreamgirls,2006,3960100,75000000,103365956,52342739,PG-13,Historical Fiction,Based on Musical or Opera,Live Action,Musical,0.0,130.0,155708695
135,Children of Men,2006,15960100,76000000,35552383,34292628,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,109.0,69845011
136,Arthur et les Minimoys,2006,30130100,80000000,15132763,98192980,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0.0,94.0,113325743
137,The Pink Panther,2006,5570100,80000000,82226474,76700000,PG,Historical Fiction,Unknown,Live Action,Adventure,1.0,93.0,158926474
138,The Wild,2006,15160100,80000000,37384046,61626621,G,Contemporary Fiction,Original Screenplay,Digital Animation,Adventure,0.0,82.0,99010667
139,Déjà Vu,2006,8000100,80000000,64038616,117000000,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,126.0,181038616
140,Click,2006,2280100,82500000,137355633,100329456,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0.0,106.0,237685089
141,Charlotte's Web,2006,5470100,82500000,82985708,61000000,G,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0.0,97.0,143985708
142,Happy Feet,2006,980100,85000000,198000317,187000000,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,108.0,385000317
143,The Holiday,2006,8200100,85000000,63280000,141910324,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,135.0,205190324
144,The Fast and the Furious: Tokyo Drift,2006,8290100,85000000,62615510,95178695,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1.0,104.0,157794205
145,Open Season,2006,5270100,85000000,85105259,106826899,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,86.0,191932158
146,The Departed,2006,2450100,90000000,132384315,157276304,R,Contemporary Fiction,Remake,Live Action,Drama,0.0,151.0,289660619
147,Blood Diamond,2006,9180100,100000000,57377916,114000000,R,Historical Fiction,Original Screenplay,Live Action,Action,0.0,143.0,171377916
148,Eragon,2006,6450100,100000000,75030163,174457952,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0.0,,249488115
149,Casino Royale,2006,1490100,102000000,167365000,427055283,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1.0,144.0,594420283
150,Night at the Museum,2006,510100,110000000,250863268,328583139,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,108.0,579446407
151,The Da Vinci Code,2006,750100,125000000,217536138,550284321,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,152.0,767820459
152,Miami Vice,2006,8150100,135000000,63478838,100339718,R,Contemporary Fiction,Based on TV,Live Action,Action,0.0,132.0,163818556
153,Flushed Away,2006,7910100,149000000,64665672,114691454,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,85.0,179357126
154,Mission: Impossible III,2006,2430100,150000000,133501348,264000000,PG-13,Contemporary Fiction,Based on TV,Live Action,Action,1.0,126.0,397501348
155,Bee Movie,2006,2760100,150000000,126631277,160963300,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,90.0,287594577
156,Poseidon,2006,8530100,160000000,60674817,121000000,PG-13,Contemporary Fiction,Remake,Live Action,Adventure,0.0,,181674817
157,X-Men: The Last Stand,2006,620100,210000000,234362462,224898484,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,104.0,459260946
158,Pirates of the Caribbean: Dead Man’s Chest,2006,70100,225000000,423315812,642900000,PG-13,Historical Fiction,Based on Theme Park Ride,Live Action,Adventure,1.0,151.0,1066215812
159,Superman Returns,2006,940100,232000000,200120000,173965065,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0.0,150.0,374085065
160,Saw IV,2007,8190100,10000000,63300095,72459599,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1.0,95.0,135759694
161,Rescue Dawn,2007,45640100,10000000,5490423,1547463,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Action,0.0,126.0,7037886
162,The Brothers Solomon,2007,62560100,10000000,900926,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,900926
163,Severance,2007,78300100,10000000,137221,5812781,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,5950002
164,White Noise 2: The Light,2007,124110100,10000000,0,8243567,PG-13,Fantasy,Original Screenplay,Live Action,Horror,1.0,,8243567
165,Reno 911!: Miami,2007,24920100,10000000,20342161,1509201,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0.0,80.0,21851362
166,King of California,2007,72740100,10000000,268461,896641,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,,1165102
167,Blonde Ambition,2007,98160100,10000000,6422,1531057,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0.0,,1537479
168,The Ten Commandments,2007,62060100,10000000,952820,99087,PG,Historical Fiction,Based on Religious Text,Digital Animation,Adventure,0.0,,1051907
169,September Dawn,2007,62540100,10100000,1066555,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,110.0,1066555
170,In the Land of Women,2007,35540100,10500000,11052958,3087444,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,97.0,14140402
171,Jindabyne,2007,69130100,10800000,399879,2462665,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,,2862544
172,Romance and Cigarettes,2007,66440100,11000000,551002,2680249,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,3231251
173,St. Trinian’s,2007,117390100,11400000,15000,29815239,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0.0,101.0,29830239
174,Gwoemul,2007,54910100,12000000,2201923,90416194,R,Science Fiction,Original Screenplay,Live Action,Action,0.0,119.0,92618117
175,1612,2007,133180100,12000000,0,5400624,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,,5400624
176,Trade,2007,74830100,12000000,214202,1299186,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,1513388
177,Lars and the Real Girl,2007,44640100,12500000,5956480,5320639,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,106.0,11277119
178,Resurrecting the Champ,2007,51520100,13000000,3172382,88173,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,111.0,3260555
179,This Christmas,2007,11260100,13000000,49121934,611611,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,118.0,49733545
180,The Astronaut Farmer,2007,35610100,13000000,11003643,137570,PG,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,104.0,11141213
181,The Mist,2007,21050100,13000000,25593755,31595653,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0.0,126.0,57189408
182,I Think I Love My Wife,2007,33550100,14000000,12559771,645640,R,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0.0,94.0,13205411
183,Stomp the Yard,2007,8410100,14000000,61356221,14169497,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,116.0,75525718
184,Le Scaphandre et le Papillon,2007,44590100,14000000,5990075,16764397,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,112.0,22754472
185,Halloween,2007,8990100,15000000,58269151,19245250,R,Fantasy,Original Screenplay,Live Action,Horror,1.0,109.0,77514401
186,Black Snake Moan,2007,38270100,15000000,9396870,1554283,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,118.0,10951153
187,The Hills Have Eyes II,2007,24580100,15000000,20804166,16662372,R,Fantasy,Remake,Live Action,Horror,1.0,89.0,37466538
188,Why Did I Get Married?,2007,9700100,15000000,55204525,729653,PG-13,Contemporary Fiction,Based on Play,Live Action,Romantic Comedy,0.0,118.0,55934178
189,Se jie,2007,47450100,15000000,4604982,60562448,NC-17,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,158.0,65167430
190,A Mighty Heart,2007,38530100,15000000,9176787,9976781,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,108.0,19153568
191,28 Weeks Later,2007,130270100,15000000,28638916,35593798,R,Science Fiction,Original Screenplay,Live Action,Horror,1.0,100.0,64232714
192,The Great Debaters,2007,18640100,15000000,30226144,35149,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,123.0,30261293
193,Blood and Chocolate,2007,50540100,15000000,3526588,3024722,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror,0.0,98.0,6551310
194,The Pirates Who Don't Do Anything: A VeggieTales Movie,2007,33030100,15000000,12981269,267175,G,Kids Fiction,Based on Short Film,Digital Animation,Adventure,1.0,85.0,13248444
