,movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,world_wide_box_office
917,How to Train Your Dragon,2010,116630100,165000000,217581232,277289760,PG,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0.0,91.0,494870992
918,Shrek Forever After,2010,111460100,165000000,238736787,517507886,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,1.0,93.0,756244673
919,Iron Man 2,2010,117940100,170000000,312433331,308723058,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,125.0,621156389
920,Tron: Legacy,2010,110130100,200000000,172062763,228000000,PG,Science Fiction,Original Screenplay,Live Action,Adventure,1.0,125.0,400062763
921,Alice in Wonderland,2010,115700100,200000000,334191110,691300000,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0.0,108.0,1025491110
922,Prince of Persia: Sands of Time,2010,121880100,200000000,90759676,245600000,PG-13,Fantasy,Based on Game,Live Action,Action,0.0,115.0,336359676
923,Toy Story 3,2010,120120100,200000000,415004880,653874642,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1.0,102.0,1068879522
924,Robin Hood,2010,117590100,210000000,105487148,216971858,PG-13,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0.0,139.0,322459006
925,Tangled,2010,110410100,260000000,200821936,385655304,PG,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Digital Animation,Musical,0.0,101.0,586477240
926,My Week with Marilyn,2011,143470100,10000000,14597405,19643167,R,Historical Fiction,Based on Real Life Events,Live Action,Drama,0.0,99.0,34240572
927,Movie 43,2011,167380100,10000000,8840453,22324294,R,Multiple Creative Types,Compilation,Multiple Production Methods,Comedy,0.0,97.0,31164747
928,Killer Joe,2011,147420100,10000000,1291645,3367465,R,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0.0,102.0,4659110
929,The Best Exotic Marigold Hotel,2011,148880100,10000000,46383639,88256141,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,122.0,134639780
930,Seeking a Friend for the End of the World,2011,170110100,10000000,7078738,4688221,R,Science Fiction,Original Screenplay,Live Action,Comedy,0.0,101.0,11766959
931,Les Intouchables,2011,164220100,10800000,13182281,471690764,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,110.0,484873045
932,LOL,2011,173340100,11000000,0,10431506,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0.0,97.0,10431506
933,Quartet,2011,144180100,11000000,18388357,37790578,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0.0,99.0,56178935
934,Project X,2011,152930100,12000000,54731865,48296323,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,87.0,103028188
935,Chronicle,2011,160260100,12000000,64575175,59106615,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,106.0,123681790
936,Young Adult,2011,143410100,12000000,16311571,6438785,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,94.0,22750356
937,For Greater Glory: The True Story of Cristiada,2011,174220100,12000000,5669081,4357174,R,Dramatization,Based on Real Life Events,Live Action,Action,0.0,143.0,10026255
938,Arbitrage,2011,170980100,12000000,7919574,27911139,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,100.0,35830713
939,Tu Xia Chuan Qi,2011,164390100,12000000,0,1828400,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,89.0,1828400
940,Stoker,2011,141810100,12000000,1703125,10331788,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,100.0,12034913
941,Act of Valor,2011,162830100,12000000,70012847,12484188,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,101.0,82497035
942,5 Days of War,2011,163750100,12000000,17479,70314,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,113.0,87793
943,In The Land of Blood and Honey,2011,161740100,13000000,303877,205316,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,0.0,509193
944,Attack the Block,2011,153510100,13000000,1024175,5435008,R,Fantasy,Original Screenplay,Live Action,Action,0.0,87.0,6459183
945,The Iron Lady,2011,150540100,14000000,29959436,85632668,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,105.0,115592104
946,Tyler Perry's Good Deeds,2011,162190100,14000000,35025791,553386,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,111.0,35579177
947,Reign of Assassins,2011,143480100,14000000,0,11354230,R,Historical Fiction,Original Screenplay,Live Action,Action,0.0,117.0,11354230
948,The Possession,2011,151390100,14000000,49130588,33794476,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0.0,93.0,82925064
949,The Woman in Black,2011,143590100,15000000,54333290,74622608,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,95.0,128955898
950,The Son of No One,2011,143220100,15000000,30680,1117898,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,93.0,1148578
951,One Day,2011,140530100,15000000,13843771,45324921,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,107.0,59168692
952,A Few Best Men,2011,230440100,15000000,0,17224539,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,97.0,17224539
953,Drive,2011,143000100,15000000,35060689,46297241,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,100.0,81357930
954,Promised Land,2011,145500100,15000000,7597898,4796664,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,106.0,12394562
955,The Man with the Iron Fists,2011,143490100,15000000,15634090,6384898,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,95.0,22018988
956,People Like Us,2011,150320100,16000000,12431792,185680,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,115.0,12617472
957,The Artist,2011,163170100,16000000,44667095,83589617,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,100.0,128256712
958,Moonrise Kingdom,2011,150870100,16000000,45512466,23335980,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,94.0,68848446
959,Vamps,2011,144890100,16000000,3361,91451,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,92.0,94812
960,The Apparition,2011,140180100,17000000,4936819,5700462,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,82.0,10637281
961,Red Lights,2011,151660100,17700000,49521,14469363,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,118.0,14518884
962,Labor Day,2011,147140100,18000000,13371528,818282,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,111.0,14189810
963,Won't Back Down,2011,166340100,19000000,5310554,434949,PG,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,121.0,5745503
964,Bad Teacher,2011,140260100,19000000,100292856,115156141,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,92.0,215448997
965,The Devil's Double,2011,160300100,19100000,1361512,4604134,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,109.0,5965646
966,Lockout,2011,147180100,20000000,14326865,19616184,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,110.0,33943049
967,A Dangerous Method,2011,153580100,20000000,5702083,9105448,R,Dramatization,Based on Play,Live Action,Drama,0.0,99.0,14807531
968,The Cold Light of Day,2011,145040100,20000000,3763583,21597623,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,93.0,25361206
969,Scary Movie V,2011,163190100,20000000,32015787,46598194,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,1.0,86.0,78613981
970,Tinker Tailor Soldier Spy,2011,145750100,21000000,24149393,57303418,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,128.0,81452811
971,The Ides of March,2011,158400100,23000000,40962534,36773391,R,Contemporary Fiction,Based on Play,Live Action,Drama,0.0,101.0,77735925
972,Haywire,2011,162960100,23000000,18942396,17432304,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,93.0,36374700
973,I Don't Know How She Does It,2011,150530100,24000000,9659074,14815389,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,89.0,24474463
974,Ride Along,2011,148380100,25000000,134202565,19531235,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,100.0,153733800
975,Madea's Big Happy Family,2011,138900100,25000000,53345287,815531,PG-13,Contemporary Fiction,Based on Play,Live Action,Drama,0.0,106.0,54160818
976,The Lucky One,2011,147300100,25000000,60457138,36176695,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,81.0,96633833
977,Contraband,2011,151620100,25000000,66528000,31878855,R,Contemporary Fiction,Remake,Live Action,Action,0.0,109.0,98406855
978,The Grey,2011,145050100,25000000,51580136,29669040,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,117.0,81249176
979,The Sitter,2011,145340100,25000000,30542576,8206828,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,81.0,38749404
980,Carnage,2011,160480100,25000000,2546747,35565407,R,Contemporary Fiction,Based on Play,Live Action,Drama,0.0,79.0,38112154
981,Shark Night 3D,2011,152270100,25000000,18877153,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,85.0,18877153
982,Ironclad,2011,145190100,25000000,0,5297411,R,Historical Fiction,Original Screenplay,Live Action,Action,0.0,120.0,5297411
983,Les petits mouchoirs,2011,171480100,25000000,205505,48325382,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,154.0,48530887
984,New Year’s Eve,2011,143790100,26000000,54544638,92305635,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,117.0,146850273
985,The Raven,2011,161080100,26000000,16008272,14593529,R,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,111.0,30601801
986,Lawless,2011,166970100,26000000,37397291,16996396,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,115.0,54393687
987,Spy Kids: All the Time in the World,2011,143870100,27000000,38536376,42144807,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,1.0,89.0,80681183
988,Anonymous,2011,141220100,27500000,4463292,11352217,PG-13,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,130.0,15815509
989,Joyful Noise,2011,149620100,27500000,30932113,225801,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Musical,0.0,118.0,31157914
990,30 Minutes or Less,2011,140620100,28000000,37053924,3912792,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,83.0,40966716
991,Safe Haven,2011,162070100,28000000,71399120,22651831,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,115.0,94050951
992,Xinhai geming,2011,167430100,30000000,135739,8457415,R,Historical Fiction,Based on Real Life Events,Live Action,Drama,0.0,118.0,8593154
993,Looper,2011,145030100,30000000,66486205,103980200,R,Science Fiction,Original Screenplay,Live Action,Action,0.0,119.0,170466405
994,The Vow,2011,149290100,30000000,125014030,72604130,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Drama,0.0,104.0,197618160
995,The Three Stooges,2011,140660100,30000000,44338224,9714025,PG,Contemporary Fiction,Remake,Live Action,Adventure,0.0,92.0,54052249
996,Hope Springs,2011,146300100,30000000,63536011,69549284,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,100.0,133085295
997,Lee Daniels' The Butler,2011,149520100,30000000,116632095,60393403,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,132.0,177025498
998,The Five-Year Engagement,2011,140720100,30000000,28700285,32923534,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,124.0,61623819
999,Bridesmaids,2011,139610100,32500000,169211718,120420305,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,120.0,289632023
1000,The Big Wedding,2011,165270100,32500000,21819348,26606623,R,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0.0,90.0,48425971
1001,Safe,2011,148530100,33000000,17142080,24353133,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,95.0,41495213
1002,Step Up Revolution,2011,167390100,33000000,35074677,130477613,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1.0,97.0,165552290
1003,In Time,2011,152720100,35000000,37553932,127550020,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,109.0,165103952
1004,J. Edgar,2011,145490100,35000000,37306030,47300000,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,137.0,84606030
1005,This is 40,2011,160750100,35000000,67544505,22676677,R,Contemporary Fiction,Spin-Off,Live Action,Comedy,0.0,134.0,90221182
1006,Premium Rush,2011,143650100,35000000,20275446,11117755,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,91.0,31393201
1007,Parker,2011,165300100,35000000,17616641,30926747,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,108.0,48543388
1008,Friends with Benefits,2011,143660100,35000000,55802754,90793137,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,109.0,146595891
1009,Trespass,2011,143600100,35000000,16816,769716,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,90.0,786532
1010,There Be Dragons,2011,148870100,36000000,1069334,2951656,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,120.0,4020990
1011,Dolphin Tale,2011,140110100,37000000,72286779,23781945,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,112.0,96068724
1012,The Thing,2011,139620100,38000000,16999934,10573144,R,Fantasy,Remake,Live Action,Horror,1.0,102.0,27573078
1013,Riddick,2011,148410100,38000000,42025135,52738623,R,Science Fiction,Original Screenplay,Live Action,Action,1.0,119.0,94763758
1014,Frankenweenie,2011,140090100,39000000,35287788,45863000,PG,Fantasy,Based on Short Film,Stop-Motion Animation,Adventure,0.0,87.0,81150788
1015,The Odd Life of Timothy Green,2011,149650100,40000000,51853450,3395709,PG,Fantasy,Original Screenplay,Live Action,Drama,0.0,104.0,55249159
1016,A Thousand Words,2011,115660100,40000000,18450127,2340359,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,91.0,20790486
1017,The Impossible,2011,146740100,40000000,19019882,150570724,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,114.0,169590606
1018,Extremely Loud and Incredibly Close,2011,145920100,40000000,31847881,23400000,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,129.0,55247881
1019,Colombiana,2011,141870100,40000000,36665854,35629408,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,107.0,72295262
1020,The Guilt Trip,2011,147490100,40000000,37134215,4160459,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,95.0,41294674
1021,Un monstre à Paris ,2011,153610100,40000000,0,27000381,PG,Fantasy,Original Screenplay,Digital Animation,Adventure,0.0,0.0,27000381
1022,Big Miracle,2011,145310100,40000000,20157300,5111380,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,117.0,25268680
1023,Final Destination 5,2011,145630100,40000000,42587643,112423522,R,Fantasy,Original Screenplay,Live Action,Horror,1.0,95.0,155011165
1024,One for the Money,2011,140540100,42000000,26414527,9782694,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,106.0,36197221
1025,Man on a Ledge,2011,143210100,42000000,18620000,27068337,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,102.0,45688337
1026,Here Comes the Boom,2011,146510100,42000000,45290318,27948940,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,104.0,73239258
1027,21 Jump Street,2011,140580100,42000000,138447667,64364762,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0.0,109.0,202812429
1028,The Muppets,2011,150780100,45000000,88625922,72346000,PG,Kids Fiction,Based on TV,Live Action,Adventure,1.0,98.0,160971922
1029,Dredd,2011,153600100,45000000,13414714,28052892,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,98.0,41467606
1030,Johnny English Reborn,2011,146970100,45000000,8406711,156233690,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1.0,101.0,164640401
1031,Taken 2,2011,148840100,45000000,139854287,237953117,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,1.0,91.0,377807404
1032,Anchorman 2: The Legend Continues,2011,140750100,50000000,127352707,44833047,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,1.0,118.0,172185754
1033,Hansel & Gretel: Witch Hunters,2011,149600100,50000000,55703475,159246241,R,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0.0,100.0,214949716
1034,Ted,2011,151130100,50000000,218665740,337350887,R,Contemporary Fiction,Original Screenplay,Animation/Live Action,Adventure,0.0,106.0,556016627
1035,We Bought a Zoo,2011,145140100,50000000,75624550,43104523,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,124.0,118729073
1036,The Change-Up,2011,139590100,52000000,37243418,38753649,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,114.0,75997067
1037,Bullet to the Head,2011,166240100,55000000,9489829,13108140,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,91.0,22597969
1038,The Equalizer,2011,145970100,55000000,101530738,91372886,R,Contemporary Fiction,Based on TV,Live Action,Action,0.0,131.0,192903624
1039,The Watch,2011,165120100,55000000,34353000,32777045,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,87.0,67130045
1040,The Pirates! Band of Misfits,2011,150790100,55000000,31051126,105092479,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0.0,88.0,136143605
1041,That's My Boy,2011,158690100,57500000,36931089,21154146,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,115.0,58085235
1042,Gangster Squad,2011,167070100,60000000,46000903,58100000,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,110.0,104100903
1043,Contagion,2011,142020100,60000000,75658097,61893497,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,105.0,137551594
1044,ParaNorman,2011,161030100,60000000,56003051,52116611,PG,Kids Fiction,Original Screenplay,Stop-Motion Animation,Adventure,0.0,96.0,108119662
1045,This Means War,2011,149340100,65000000,54760791,102213766,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,120.0,156974557
1046,Lincoln,2011,104420100,65000000,182207973,91138308,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,149.0,273346281
1047,Sin City: A Dame to Kill For,2011,123940100,65000000,13757804,26893038,R,Fantasy,Based on Comic/Graphic Novel,Live Action,Action,1.0,101.0,40650842
1048,The Dictator,2011,149540100,65000000,59650222,120498675,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,83.0,180148897
1049,Doctor Seuss' The Lorax,2011,139560100,67500000,214030500,136946253,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0.0,101.0,350976753
1050,Abraham Lincoln: Vampire Hunter,2011,141130100,67500000,37519139,99970591,R,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror,0.0,105.0,137489730
1051,Killer Elite,2011,145620100,70000000,25124986,40284060,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,105.0,65409046
1052,Rock of Ages,2011,144870100,70000000,38518613,22513319,PG-13,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0.0,123.0,61031932
1053,War Horse,2011,143640100,70000000,79883359,76932170,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,146.0,156815529
1054,Underworld: Awakening,2011,129120100,70000000,62321039,98058891,R,Fantasy,Original Screenplay,Live Action,Action,1.0,89.0,160379930
1055,Immortals,2011,139580100,75000000,83504017,128058418,R,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0.0,110.0,211562435
1056,Sucker Punch,2011,109460100,75000000,36392502,53365887,R,Fantasy,Original Screenplay,Live Action,Action,0.0,110.0,89758389
1057,Journey 2: The Mysterious Island,2011,161720100,79000000,103860290,214285872,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1.0,52.0,318146162
1058,Jack and Jill,2011,143860100,79000000,74158157,76361060,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,90.0,150519217
1059,The Hunger Games,2011,147090100,80000000,408010692,269912687,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,142.0,677923379
1060,Alvin and the Chipmunks: Chipwrecked,2011,150770100,80000000,133107389,215981134,G,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1.0,87.0,349088523
1061,The Hangover Part II,2011,111140100,80000000,254464305,332000000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1.0,102.0,586464305
1062,Arthur Christmas,2011,129170100,85000000,46462469,103254655,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,100.0,149717124
1063,Safe House,2011,148540100,85000000,126181630,82360532,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,114.0,208542162
1064,Tower Heist,2011,149490100,85000000,78046570,72376376,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,104.0,150422946
1065,Mirror Mirror,2011,161110100,85000000,64935167,108678315,PG,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0.0,95.0,173613482
1066,Hotel Transylvania,2011,114290100,85000000,148313048,230192764,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,91.0,378505812
1067,Rio,2011,114300100,90000000,143619809,343900000,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,96.0,487519809
1068,The Three Musketeers,2011,140650100,90000000,20377913,119500000,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,102.0,139877913
1069,The Girl with the Dragon Tattoo,2011,139640100,90000000,102515793,136858177,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,160.0,239373970
1070,Rise of the Planet of the Apes,2011,140550100,93000000,176760185,294226015,PG-13,Science Fiction,Remake,Animation/Live Action,Adventure,0.0,120.0,470986200
1071,The Campaign,2011,162080100,95000000,86907746,18000000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,85.0,104907746
1072,The Wolf of Wall Street,2011,143500100,100000000,116900694,272969720,R,Dramatization,Based on Factual Book/Article,Live Action,Black Comedy,0.0,165.0,389870414
1073,Django Unchained,2011,162940100,100000000,162805434,287142889,R,Historical Fiction,Original Screenplay,Live Action,Western,0.0,165.0,449948323
1074,Jin líng shí san chai,2011,152950100,100000000,311434,97915583,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,141.0,98227017
1075,Cloud Atlas,2011,141850100,102000000,27108272,103564882,R,Multiple Creative Types,Based on Fiction Book/Short Story,Live Action,Drama,0.0,172.0,130673154
1076,The Smurfs,2011,105300100,110000000,142614158,421135165,PG,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0.0,103.0,563749323
1077,Life of Pi,2011,118330100,120000000,124987022,482271612,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0.0,125.0,607258634
1078,Sherlock Holmes: A Game of Shadows,2011,143850100,125000000,186848418,348815025,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,1.0,129.0,535663443
1079,Fast Five,2011,139600100,125000000,210031325,420132129,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1.0,130.0,630163454
1080,Harry Potter and the Deathly Hallows: Part II,2011,105420100,125000000,381193157,960500000,PG-13,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1.0,131.0,1341693157
1081,Prometheus,2011,153460100,125000000,126477084,275971181,R,Science Fiction,Original Screenplay,Live Action,Adventure,0.0,124.0,402448265
1082,The Bourne Legacy,2011,150610100,125000000,113203870,167152050,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1.0,135.0,280355920
1083,"The Twilight Saga: Breaking Dawn, Part 1",2011,139980100,127500000,281287133,408132918,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,1.0,117.0,689420051
1084,R.I.P.D.,2011,148440100,130000000,33618855,45457823,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,98.0,79076678
1085,Puss in Boots,2011,114060100,130000000,149260504,405726973,PG,Kids Fiction,Spin-Off,Digital Animation,Adventure,0.0,90.0,554987477
1086,The Adventures of Tintin,2011,133010100,130000000,77591831,296402120,PG,Contemporary Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0.0,104.0,373993951
1087,Happy Feet Two,2011,129160100,135000000,64006466,93950000,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1.0,99.0,157956466
1088,Rango,2011,125350100,135000000,123477607,122246993,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,107.0,245724600
1089,Captain America: The First Avenger,2011,124300100,140000000,176654505,193915271,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0.0,124.0,370569776
1090,Mission: Impossible—Ghost Protocol,2011,144120100,145000000,209397903,485315327,PG-13,Contemporary Fiction,Based on TV,Live Action,Action,1.0,132.0,694713230
1091,Thor,2011,109130100,150000000,181030624,268295994,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0.0,113.0,449326618
1092,Kung Fu Panda 2,2011,122570100,150000000,165249063,499588484,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1.0,90.0,664837547
1093,Dark Shadows,2011,141460100,150000000,79727149,158475519,PG-13,Fantasy,Based on TV,Live Action,Black Comedy,0.0,112.0,238202668
1094,X-Men: First Class,2011,142700100,160000000,146408305,209000000,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,132.0,355408305
1095,Cowboys and Aliens,2011,118940100,163000000,100368560,75669764,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,118.0,176038324
1096,Snow White and the Huntsman,2011,152250100,170000000,155136755,245884991,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0.0,127.0,401021746
1097,Edge of Tomorrow,2011,140210100,178000000,100206256,270335000,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,136.0,370541256
1098,Hugo,2011,123090100,180000000,73864507,106183277,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0.0,126.0,180047784
1099,World War Z,2011,145450100,190000000,202359711,329154939,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,115.0,531514650
1100,Transformers: Dark of the Moon,2011,108970100,195000000,352390543,771400000,PG-13,Science Fiction,Based on TV,Animation/Live Action,Action,1.0,154.0,1123790543
1101,Jack the Giant Slayer,2011,145660100,195000000,65187603,132500000,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Adventure,0.0,113.0,197687603
1102,Green Lantern,2011,109700100,200000000,116601172,102934320,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Action,0.0,113.0,219535492
