,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,genre_list,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,scifi,TV_movie,thriller,war,western
18218,[18],130402,en,Last Night at the Alamo,1.785,1984-07-01,Last Night at the Alamo,8.0,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18219,"[28, 80, 53]",9799,en,The Fast and the Furious,1.784,2016-06-22,The Fast and the Furious,6.8,5427,"['Action', 'Crime', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18220,"[35, 18, 10749]",385879,zh,Utopians,1.7830000000000001,2016-01-01,Utopians,5.0,2,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18221,[99],473278,en,Heaven Is a Traffic Jam on the 405,1.775,2016-10-14,Heaven Is a Traffic Jam on the 405,7.4,17,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18222,[35],405388,ru,Mono,1.7719999999999998,2016-07-08,Mono,4.9,26,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18223,"[53, 27, 10749]",404413,en,Tear Me Apart,1.765,2016-07-01,Tear Me Apart,5.5,4,"['Thriller', 'Horror', 'Romance']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
18224,"[10749, 18, 10402]",360592,en,The Dust Storm,1.764,2016-12-13,The Dust Storm,5.6,13,"['Romance', 'Drama', 'Music']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
18225,"[18, 9648]",403032,zh,樓下的房客,1.7590000000000001,2016-07-15,The Tenants Downstairs,8.3,8,"['Drama', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18226,"[27, 53, 80]",277686,lv,M.O.Ž.,1.758,2016-01-27,The Man in the Orange Jacket,5.9,11,"['Horror', 'Thriller', 'Crime']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18227,[35],373453,en,Brahman Naman,1.755,2016-01-24,Brahman Naman,5.4,24,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18228,"[27, 99, 9648]",407767,en,Hostage to the Devil,1.755,2016-10-31,Hostage to the Devil,4.9,17,"['Horror', 'Documentary', 'Mystery']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
18229,[27],358962,ru,Пиковая дама: Черный обряд,1.75,2016-06-10,Queen of Spades: The Dark Rite,5.5,30,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18230,[53],416602,en,American Romance,1.749,2016-10-23,American Romance,5.2,7,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18231,[27],419371,en,Abbey Grace,1.744,2016-04-01,Abbey Grace,4.7,9,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18232,"[18, 35, 10749]",390526,en,Between Us,1.742,2016-04-18,Between Us,5.5,13,"['Drama', 'Comedy', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18233,[53],446908,en,Bad Twin,1.74,2016-12-29,Bad Twin,5.9,15,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18234,"[9648, 18]",371445,en,As You Are,1.739,2017-02-24,As You Are,7.0,41,"['Mystery', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18235,[35],446626,en,Second Nature,1.739,2016-11-10,Second Nature,4.0,6,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18236,"[18, 9648, 53, 10770]",376296,en,The Wrong Roommate,1.739,2016-01-04,The Wrong Roommate,3.6,5,"['Drama', 'Mystery', 'Thriller', 'TV Movie']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
18237,"[18, 878, 16]",372756,ja,ガラスの花と壊す世界,1.732,2016-01-16,Garakowa: Restore the World,6.0,7,"['Drama', 'Science Fiction', 'Animation']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18238,"[28, 35, 878]",280617,en,Space Cop,1.729,2016-01-13,Space Cop,4.4,26,"['Action', 'Comedy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18239,"[35, 80, 9648, 10749, 53]",385755,en,Women Who Kill,1.7280000000000002,2016-07-27,Women Who Kill,5.1,9,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
18240,"[18, 10402]",394822,en,London Town,1.7209999999999999,2016-06-01,London Town,6.6,25,"['Drama', 'Music']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
18241,[35],403173,en,Pete Johansson: You Might Also Enjoy Pete Johansson,1.7209999999999999,2016-06-15,Pete Johansson: You Might Also Enjoy Pete Johansson,6.5,4,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18242,"[18, 53, 9648]",378488,en,If There's a Hell Below,1.715,2016-01-24,If There's a Hell Below,4.7,7,"['Drama', 'Thriller', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
18243,"[14, 27, 53]",421490,en,Tall Men,1.715,2016-05-31,Tall Men,3.3,8,"['Fantasy', 'Horror', 'Thriller']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
18244,"[28, 80, 53, 27]",416119,en,Blood Trap,1.709,2016-09-20,Blood Trap,4.0,9,"['Action', 'Crime', 'Thriller', 'Horror']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18245,"[80, 9648, 53]",415634,zh,追凶者也,1.7069999999999999,2016-09-16,Cock and Bull,7.2,6,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18246,"[35, 18]",381041,en,Rainbow Time,1.706,2016-03-14,Rainbow Time,5.7,7,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18247,"[18, 53]",385586,en,Kidnap Capital,1.705,2016-04-24,Kidnap Capital,7.0,4,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18248,[99],530260,en,Karl Meltzer: Made to Be Broken,1.705,2016-12-09,Karl Meltzer: Made to Be Broken,6.7,8,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18249,"[28, 35, 878]",382638,en,Terrordactyl,1.704,2016-06-16,Terrordactyl,4.6,16,"['Action', 'Comedy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18250,[18],376088,en,"A Woman, a Part",1.703,2017-03-22,"A Woman, a Part",6.3,6,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18251,[878],329628,en,Star Trek - Horizon,1.703,2016-02-25,Star Trek - Horizon,5.8,18,['Science Fiction'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18252,"[16, 878, 28, 12]",397811,en,Overwatch Animated Short: Dragons,1.6969999999999998,2016-05-16,Overwatch Animated Short: Dragons,7.9,36,"['Animation', 'Science Fiction', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18253,[18],359108,en,Viva,1.692,2016-02-05,Viva,8.0,34,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18254,"[35, 18, 10749, 10770]",428849,en,A Firehouse Christmas,1.692,2016-12-03,A Firehouse Christmas,5.6,10,"['Comedy', 'Drama', 'Romance', 'TV Movie']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
18255,[27],419627,en,#SCREAMERS,1.6880000000000002,2016-10-14,#SCREAMERS,3.8,5,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18256,"[53, 28]",367195,cn,S風暴,1.6869999999999998,2016-09-16,S Storm,7.2,5,"['Thriller', 'Action']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18257,[35],414749,en,Comedy Central Roast of Rob Lowe,1.686,2016-09-05,Comedy Central Roast of Rob Lowe,6.8,13,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18258,"[9648, 18, 53, 27]",365432,en,The Sublet,1.686,2016-04-11,The Sublet,4.6,18,"['Mystery', 'Drama', 'Thriller', 'Horror']",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
18259,"[28, 12, 16, 878]",389030,en,Overwatch Animated Short: Recall,1.681,2016-03-21,Overwatch Animated Short: Recall,7.1,28,"['Action', 'Adventure', 'Animation', 'Science Fiction']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18260,"[99, 10402]",381081,en,The Man from Mo'Wax,1.68,2016-03-13,The Man from Mo'Wax,6.3,3,"['Documentary', 'Music']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18261,[99],376234,en,Newtown,1.676,2016-01-24,Newtown,6.7,31,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18262,[35],383567,en,Theo Von: No Offense,1.673,2016-02-26,Theo Von: No Offense,6.1,9,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18263,"[53, 37, 27, 9648]",385309,en,Kill or Be Killed,1.673,2016-03-01,Kill or Be Killed,4.3,8,"['Thriller', 'Western', 'Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
18264,"[35, 18]",353460,ar,Ya tayr el tayer,1.67,2016-05-06,The Idol,7.6,30,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18265,[99],411237,en,Curse of the Man Who Sees UFOs,1.6669999999999998,2016-10-18,Curse of the Man Who Sees UFOs,7.0,7,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18266,[99],381024,en,Orange Sunshine,1.6640000000000001,2016-03-14,Orange Sunshine,7.9,7,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18267,[16],415838,en,Barbie Dreamtopia,1.662,2016-06-26,Barbie Dreamtopia,7.0,4,['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18268,[27],396152,en,Restoration,1.661,2016-05-03,Restoration,4.7,21,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18269,[99],450005,en,City of Joy,1.6569999999999998,2016-11-11,City of Joy,7.1,7,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18270,[35],415725,en,Doug Stanhope: No Place Like Home,1.6569999999999998,2016-09-15,Doug Stanhope: No Place Like Home,6.7,6,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18271,[99],395836,en,Ants on a Shrimp,1.653,2016-04-30,Ants on a Shrimp,7.7,6,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18272,0,566309,en,Come Together,1.6480000000000001,2016-11-28,Come Together,7.1,13,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18273,"[99, 36]",428140,en,Hannah: Buddhism's Untold Journey,1.6469999999999998,2016-11-14,Hannah: Buddhism's Untold Journey,8.0,3,"['Documentary', 'History']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
18274,[53],416304,en,#FollowFriday,1.646,2016-07-01,#FollowFriday,3.2,7,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18275,"[53, 27]",431066,en,Shock,1.645,2016-10-31,Shock,3.6,5,"['Thriller', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18276,[27],413100,en,Ouija Summoning,1.643,2016-09-06,Ouija Summoning,4.5,12,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18277,[27],404582,en,Demon Tongue,1.636,2016-06-21,Demon Tongue,4.0,4,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18278,"[18, 10402, 10749]",376582,en,Country Crush,1.631,2016-10-08,Country Crush,6.5,8,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
18279,[35],421833,en,Brave New Jersey,1.631,2017-08-04,Brave New Jersey,4.8,6,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18280,"[9648, 27]",405225,en,The Triangle,1.631,2016-06-28,The Triangle,4.6,14,"['Mystery', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
18281,[18],386827,en,Love Is All You Need?,1.63,2016-03-05,Love Is All You Need?,6.4,17,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18282,[27],424430,en,William Peter Blatty's Legion,1.6269999999999998,2016-10-25,Legion,7.5,4,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18283,"[80, 27, 53]",402466,fr,Therapy,1.6269999999999998,2016-10-16,Therapy,4.0,5,"['Crime', 'Horror', 'Thriller']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18284,[35],383524,en,Natural Born Pranksters,1.626,2016-04-01,Natural Born Pranksters,5.1,30,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18285,[18],433562,en,Turnabout,1.6230000000000002,2016-01-24,Turnabout,6.0,5,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18286,[53],418647,en,Dear Diary I Died,1.621,2016-11-11,Dear Diary I Died,4.7,21,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18287,[27],365083,en,Harvest Lake,1.615,2016-01-01,Harvest Lake,4.1,12,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18288,"[53, 28, 27]",419548,en,Krampus: The Devil Returns,1.615,2016-10-04,Krampus: The Devil Returns,3.0,20,"['Thriller', 'Action', 'Horror']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18289,"[35, 18]",380683,en,Mad,1.61,2016-01-22,Mad,8.0,3,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18290,[99],287982,en,VHS Massacre: Cult Films and the Decline of Physical Media,1.61,2016-06-20,VHS Massacre: Cult Films and the Decline of Physical Media,5.9,13,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18291,[18],394047,en,The Dog Lover,1.61,2016-07-08,The Dog Lover,5.9,11,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18292,0,291874,en,Memoria,1.6059999999999999,2016-04-08,Memoria,4.9,14,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18293,"[18, 10749]",396389,hi,One Night Stand,1.601,2016-05-06,One Night Stand,4.3,9,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18294,[18],408627,en,Australian Psycho,1.6,2016-05-16,Australian Psycho,6.8,28,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18295,[35],429126,en,Reggie Watts: Spatial,1.6,2016-12-06,Reggie Watts: Spatial,5.9,10,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18296,"[18, 27]",424996,en,Amish Witches: The True Story of Holmes County,1.6,2016-10-29,Amish Witches: The True Story of Holmes County,5.4,5,"['Drama', 'Horror']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
18297,"[35, 18]",390341,es,El rey del Once,1.599,2016-04-15,The Tenth Man,5.5,8,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18298,[99],318226,en,Hillsong: Let Hope Rise,1.5959999999999999,2016-09-16,Hillsong: Let Hope Rise,6.4,42,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18299,[35],415735,en,Sebastian Maniscalco: Why Would You Do That?,1.588,2016-10-01,Sebastian Maniscalco: Why Would You Do That?,9.4,10,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18300,"[18, 10749, 10770]",421624,en,Love You Like Christmas,1.5819999999999999,2016-12-11,Love You Like Christmas,5.7,18,"['Drama', 'Romance', 'TV Movie']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
18301,[99],373349,en,Mapplethorpe: Look at the Pictures,1.581,2016-01-22,Mapplethorpe: Look at the Pictures,7.2,23,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18302,[878],401387,en,Sunspring,1.578,2016-06-09,Sunspring,6.4,11,['Science Fiction'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18303,[99],381058,en,Silicon Cowboys,1.5719999999999998,2016-09-16,Silicon Cowboys,6.5,31,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18304,"[80, 9648, 53]",408547,en,Blood in the Water,1.564,2016-08-26,Blood in the Water,5.0,14,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18305,"[10770, 53, 18]",402573,en,A Housekeeper's Revenge,1.558,2016-03-13,A Housekeeper's Revenge,2.5,4,"['TV Movie', 'Thriller', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
18306,0,426591,en,Past Forward,1.555,2016-11-17,Past Forward,5.6,5,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18307,[18],381011,en,Hunter Gatherer,1.554,2016-11-16,Hunter Gatherer,6.4,12,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18308,"[28, 12]",347872,en,The Rendezvous,1.5530000000000002,2016-10-02,The Rendezvous,5.8,11,"['Action', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18309,[35],403569,en,Total Frat Movie,1.5530000000000002,2016-09-23,Total Frat Movie,5.1,27,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18310,[35],380856,en,A Stand Up Guy,1.55,2016-02-09,A Stand Up Guy,5.1,9,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18311,[27],118626,en,She Wolf Rising,1.55,2016-02-24,She Wolf Rising,3.8,5,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18312,[99],411023,en,The Ivory Game,1.5490000000000002,2016-09-02,The Ivory Game,7.9,35,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18313,[16],425408,pl,Cipka,1.5490000000000002,2016-11-13,Pussy,5.7,9,['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18314,[35],394045,en,Casual Encounters,1.548,2016-06-07,Casual Encounters,4.2,10,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18315,"[53, 18]",422173,es,Feast of the Body,1.5419999999999998,2016-10-25,Feast of the Body,4.3,3,"['Thriller', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18316,"[10402, 99, 35]",324421,en,We are Twisted Fucking Sister!,1.5390000000000001,2016-02-19,We are Twisted Fucking Sister!,6.2,19,"['Music', 'Documentary', 'Comedy']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18317,"[80, 18]",345924,en,The Night Stalker,1.5390000000000001,2016-07-01,The Night Stalker,6.1,11,"['Crime', 'Drama']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18318,"[53, 878]",401121,en,Shortwave,1.537,2016-06-04,Shortwave,4.6,18,"['Thriller', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
18319,[18],423628,en,Believe,1.536,2016-12-02,Believe,6.5,11,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18320,"[10402, 99]",376391,en,We Are X,1.535,2016-10-21,We Are X,8.3,8,"['Music', 'Documentary']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18321,[99],407371,en,Sticky: A (Self) Love Story,1.5330000000000001,2016-02-14,Sticky: A (Self) Love Story,6.5,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18322,"[18, 14]",390930,ja,世界から猫が消えたなら,1.53,2016-06-24,If Cats Disappeared from the World,7.4,20,"['Drama', 'Fantasy']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18323,[35],381685,en,Ricardo O'Farrill: Abrazo Genial,1.53,2016-01-22,Ricardo O'Farrill: Abrazo Genial,5.0,4,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18324,"[18, 35]",397242,en,Don't Worry Baby,1.5290000000000001,2016-07-22,Don't Worry Baby,4.8,9,"['Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18325,"[18, 27, 53]",396011,en,Deadly Intent,1.524,2016-04-11,Deadly Intent,4.9,10,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
18326,"[18, 10770, 35]",414762,en,"Signed, Sealed, Delivered: Lost Without You",1.521,2016-09-25,"Signed, Sealed, Delivered: Lost Without You",6.6,7,"['Drama', 'TV Movie', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18327,"[27, 28]",393511,en,Blood Sombrero,1.52,2016-04-06,Blood Sombrero,3.0,3,"['Horror', 'Action']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18328,"[10749, 35]",422792,en,Holiday Breakup,1.51,2016-11-01,Holiday Breakup,4.2,9,"['Romance', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18329,"[53, 27]",310707,en,The Dooms Chapel Horror,1.51,2016-07-14,The Dooms Chapel Horror,3.8,5,"['Thriller', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18330,[35],387889,en,Buddymoon,1.5090000000000001,2016-07-01,Buddymoon,6.5,19,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18331,0,391899,en,Hannibal Buress: Hannibal Takes Edinburgh,1.504,2016-04-08,Hannibal Buress: Hannibal Takes Edinburgh,5.8,12,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18332,"[9648, 53]",366502,es,La punta del iceberg,1.5030000000000001,2016-11-06,The Tip of the Iceberg,5.3,17,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18333,[99],418693,en,Marathon: The Patriots Day Bombing,1.501,2016-11-21,Marathon: The Patriots Day Bombing,6.6,10,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18334,"[18, 10402]",387700,en,Tyler Perry's The Passion - The Play,1.501,2016-03-20,Tyler Perry's The Passion - The Play,5.3,4,"['Drama', 'Music']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
18335,"[18, 36]",384641,ko,귀향,1.4969999999999999,2016-03-25,Spirits' Homecoming,8.5,10,"['Drama', 'History']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
18336,[18],410129,en,The Apostle Peter: Redemption,1.489,2016-08-02,The Apostle Peter: Redemption,7.4,11,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18337,[99],376523,en,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,1.4880000000000002,2016-01-23,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,8.4,7,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18338,"[18, 35]",324276,en,I Dream Too Much,1.4809999999999999,2016-06-21,I Dream Too Much,4.7,6,"['Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18339,"[16, 10751]",377883,ru,Смешарики. Легенда о золотом драконе,1.48,2016-12-31,Kikoriki. Legend of the Golden Dragon,8.4,4,"['Animation', 'Family']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18340,"[10749, 10770]",407171,en,"Signed, Sealed, Delivered: One in a Million",1.4780000000000002,2016-07-24,"Signed, Sealed, Delivered: One in a Million",4.8,8,"['Romance', 'TV Movie']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
18341,[53],431086,en,The Perfect Stalker,1.4769999999999999,2016-12-30,The Perfect Stalker,4.7,3,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18342,"[27, 99]",376502,en,The Blackout Experiments,1.472,2016-01-24,The Blackout Experiments,4.4,8,"['Horror', 'Documentary']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18343,"[53, 27]",392054,en,KILD TV,1.469,2016-03-01,KILD TV,5.4,5,"['Thriller', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18344,"[18, 9648]",356747,en,The People Garden,1.469,2016-09-12,The People Garden,4.3,3,"['Drama', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18345,"[18, 10751]",404764,en,Texas Rein,1.465,2016-07-05,Texas Rein,4.0,1,"['Drama', 'Family']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18346,"[16, 35, 18]",410661,en,My Entire High School Sinking Into the Sea,1.464,2016-09-23,My Entire High School Sinking Into the Sea,6.9,17,"['Animation', 'Comedy', 'Drama']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18347,"[18, 53, 10752]",328796,en,Burn Country,1.459,2016-04-16,Burn Country,5.2,17,"['Drama', 'Thriller', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
18348,"[18, 80, 53]",397511,en,Misfortune,1.4569999999999999,2016-01-01,Misfortune,9.8,4,"['Drama', 'Crime', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18349,[99],406431,en,The Hurt Business,1.4569999999999999,2016-01-01,The Hurt Business,6.1,22,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
