,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,genre_list,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,scifi,TV_movie,thriller,war,western
0,"[12, 14, 10751]",12444,en,Harry Potter and the Deathly Hallows: Part 1,33.533,2010-11-19,Harry Potter and the Deathly Hallows: Part 1,7.7,10788,"['Adventure', 'Fantasy', 'Family']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,2010-03-26,How to Train Your Dragon,7.7,7610,"['Fantasy', 'Adventure', 'Animation', 'Family']",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,"[12, 28, 878]",10138,en,Iron Man 2,28.515,2010-05-07,Iron Man 2,6.8,12368,"['Adventure', 'Action', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,"[16, 35, 10751]",862,en,Toy Story,28.005,1995-11-22,Toy Story,7.9,10174,"['Animation', 'Comedy', 'Family']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,"[28, 878, 12]",27205,en,Inception,27.92,2010-07-16,Inception,8.3,22186,"['Action', 'Science Fiction', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,"[12, 14, 10751]",32657,en,Percy Jackson & the Olympians: The Lightning Thief,26.691,2010-02-11,Percy Jackson & the Olympians: The Lightning Thief,6.1,4229,"['Adventure', 'Fantasy', 'Family']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6,"[28, 12, 14, 878]",19995,en,Avatar,26.526,2009-12-18,Avatar,7.4,18676,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,"[16, 10751, 35]",10193,en,Toy Story 3,24.445,2010-06-17,Toy Story 3,7.7,8340,"['Animation', 'Family', 'Comedy']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,"[16, 10751, 35]",20352,en,Despicable Me,23.673000000000002,2010-07-09,Despicable Me,7.2,10057,"['Animation', 'Family', 'Comedy']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,"[16, 28, 35, 10751, 878]",38055,en,Megamind,22.855,2010-11-04,Megamind,6.8,3635,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10,"[16, 35, 10751]",863,en,Toy Story 2,22.698,1999-11-24,Toy Story 2,7.5,7553,"['Animation', 'Comedy', 'Family']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,"[10751, 14, 12]",12155,en,Alice in Wonderland,22.02,2010-03-05,Alice in Wonderland,6.6,8713,"['Family', 'Fantasy', 'Adventure']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12,"[53, 12, 28]",27578,en,The Expendables,21.517,2010-08-03,The Expendables,6.1,4647,"['Thriller', 'Adventure', 'Action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,"[16, 10751]",38757,en,Tangled,21.511,2010-11-24,Tangled,7.5,6407,"['Animation', 'Family']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,"[27, 80]",41439,en,Saw 3D,20.37,2010-10-28,Saw: The Final Chapter,6.0,1488,"['Horror', 'Crime']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,20.34,2010-06-23,The Twilight Saga: Eclipse,6.0,4909,"['Adventure', 'Fantasy', 'Drama', 'Romance']",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
16,"[28, 53, 878]",20504,en,The Book of Eli,18.985,2010-01-11,The Book of Eli,6.7,3495,"['Action', 'Thriller', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17,"[10402, 10749]",52371,nl,LelleBelle,18.586,2010-10-09,LelleBelle,4.5,36,"['Music', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18,"[28, 18, 53]",2502,en,The Bourne Supremacy,18.199,2004-07-23,The Bourne Supremacy,7.3,4367,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19,"[18, 53, 9648]",11324,en,Shutter Island,18.06,2010-02-18,Shutter Island,8.1,12625,"['Drama', 'Thriller', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
20,"[28, 18, 9648, 53]",2501,en,The Bourne Identity,17.935,2002-06-14,The Bourne Identity,7.4,5406,"['Action', 'Drama', 'Mystery', 'Thriller']",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
21,"[28, 35]",37834,en,Knight and Day,17.713,2010-06-23,Knight and Day,6.0,2494,"['Action', 'Comedy']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"[12, 10751, 14]",10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,3196,"['Adventure', 'Family', 'Fantasy']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23,"[18, 10749]",41233,en,Step Up 3D,17.174,2010-08-06,Step Up 3D,6.7,1160,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,"[53, 28, 12, 35, 80]",34544,en,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,"[18, 36]",45269,en,The King's Speech,16.798,2010-09-06,The King's Speech,7.7,5013,"['Drama', 'History']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26,"[28, 35, 80, 53]",9737,en,Bad Boys,16.608,1995-04-07,Bad Boys,6.6,2936,"['Action', 'Comedy', 'Crime', 'Thriller']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,"[28, 12, 10751, 14]",10196,en,The Last Airbender,16.595,2010-07-01,The Last Airbender,4.6,2143,"['Action', 'Adventure', 'Family', 'Fantasy']",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28,"[28, 878, 12, 53]",34851,en,Predators,16.215999999999998,2010-07-03,Predators,6.1,1979,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,[18],37799,en,The Social Network,15.889000000000001,2010-10-01,The Social Network,7.2,6116,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,"[28, 53]",38234,en,Undisputed III: Redemption,15.886,2010-05-22,Undisputed III: Redemption,7.4,302,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,"[18, 36]",568,en,Apollo 13,15.855,1995-06-30,Apollo 13,7.4,2821,"['Drama', 'History']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32,"[28, 53, 878, 12]",95,en,Armageddon,15.799000000000001,1998-07-01,Armageddon,6.7,4267,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33,"[28, 18, 9648, 53]",2503,en,The Bourne Ultimatum,15.62,2007-08-03,The Bourne Ultimatum,7.4,4440,"['Action', 'Drama', 'Mystery', 'Thriller']",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
34,"[12, 14, 28]",18823,en,Clash of the Titans,15.574000000000002,2010-04-02,Clash of the Titans,5.7,3714,"['Adventure', 'Fantasy', 'Action']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,"[35, 10749]",34806,en,The Back-Up Plan,15.49,2010-04-23,The Back-Up Plan,6.0,806,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569,"['Action', 'Adventure', 'Drama']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,"[35, 14, 10751]",35019,en,Nanny McPhee and the Big Bang,15.213,2010-08-20,Nanny McPhee and the Big Bang,6.1,953,"['Comedy', 'Fantasy', 'Family']",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.040999999999999,2010-05-16,Shrek Forever After,6.1,3843,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39,[35],37735,en,Easy A,14.69,2010-09-17,Easy A,6.8,4168,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
41,"[28, 35, 10749]",22538,en,Scott Pilgrim vs. the World,14.383,2010-08-13,Scott Pilgrim vs. the World,7.3,3882,"['Action', 'Comedy', 'Romance']",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,[35],38365,en,Grown Ups,14.290999999999999,2010-06-24,Grown Ups,6.1,3171,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"[35, 10749]",239,en,Some Like It Hot,14.2,1959-03-18,Some Like It Hot,8.2,1562,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,"[80, 18, 28, 53]",41283,en,Faster,14.172,2010-11-23,Faster,6.2,895,"['Crime', 'Drama', 'Action', 'Thriller']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45,[27],7978,en,The Wolfman,14.03,2010-02-12,The Wolfman,5.7,1009,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,"[18, 53]",44214,en,Black Swan,13.745,2010-12-03,Black Swan,7.6,8374,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,"[16, 12, 10751, 14]",44683,en,Tinker Bell and the Great Fairy Rescue,13.724,2010-09-21,Tinker Bell and the Great Fairy Rescue,6.5,451,"['Animation', 'Adventure', 'Family', 'Fantasy']",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49,"[10749, 18]",61979,es,Tres metros sobre el cielo,13.720999999999998,2010-12-20,Three Steps Above Heaven,7.5,960,"['Romance', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50,"[12, 28, 18]",23759,en,Centurion,13.548,2010-02-15,Centurion,6.1,673,"['Adventure', 'Action', 'Drama']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,"[28, 35, 80]",27581,en,The Other Guys,13.508,2010-08-06,The Other Guys,6.2,2187,"['Action', 'Comedy', 'Crime']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"[80, 18, 53]",23168,en,The Town,13.475999999999999,2010-09-17,The Town,7.1,2386,"['Crime', 'Drama', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
54,"[12, 28, 878]",20526,en,TRON: Legacy,13.459000000000001,2010-12-10,TRON: Legacy,6.3,4387,"['Adventure', 'Action', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,"[12, 14, 28, 10749]",9543,en,Prince of Persia: The Sands of Time,13.44,2010-05-27,Prince of Persia: The Sands of Time,6.2,4040,"['Adventure', 'Fantasy', 'Action', 'Romance']",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
56,"[35, 16, 10751]",9994,en,The Great Mouse Detective,13.347999999999999,1986-07-02,The Great Mouse Detective,7.1,769,"['Comedy', 'Animation', 'Family']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,"[14, 18]",7980,en,The Lovely Bones,13.285,2010-01-15,The Lovely Bones,6.8,2226,"['Fantasy', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
58,[18],705,en,All About Eve,13.163,2000-10-06,All About Eve,8.2,685,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,"[18, 12, 37]",44264,en,True Grit,13.118,2010-12-22,True Grit,7.2,2816,"['Drama', 'Adventure', 'Western']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60,"[53, 80, 27]",43947,en,I Spit on Your Grave,13.102,2010-10-08,I Spit on Your Grave,6.3,977,"['Thriller', 'Crime', 'Horror']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61,"[28, 80]",23483,en,Kick-Ass,13.08,2010-04-16,Kick-Ass,7.1,7540,"['Action', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"[35, 878, 16]",51888,en,Robot Chicken: Star Wars Episode III,13.062000000000001,2010-12-19,Robot Chicken: Star Wars Episode III,7.5,60,"['Comedy', 'Science Fiction', 'Animation']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,"[28, 9648, 53]",27576,en,Salt,13.025,2010-07-23,Salt,6.3,3240,"['Action', 'Mystery', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
64,"[10770, 16, 14, 10751]",47626,en,Legend of the BoneKnapper Dragon,13.013,2010-10-15,Legend of the BoneKnapper Dragon,6.4,116,"['TV Movie', 'Animation', 'Fantasy', 'Family']",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
65,"[28, 80, 53]",26389,en,From Paris with Love,12.862,2010-02-05,From Paris with Love,6.2,1075,"['Action', 'Crime', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,"[28, 16, 9648]",40662,en,Batman: Under the Red Hood,12.704,2010-07-27,Batman: Under the Red Hood,7.7,756,"['Action', 'Animation', 'Mystery']",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,"[16, 12, 14, 10751]",42949,en,Arthur 3: la guerre des deux mondes,12.679,2010-08-22,Arthur 3: The War of the Two Worlds,5.6,865,"['Animation', 'Adventure', 'Fantasy', 'Family']",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
68,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058,"['Comedy', 'Family', 'Fantasy']",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69,"[28, 35, 53]",23631,en,Machete,12.557,2010-09-03,Machete,6.3,1862,"['Action', 'Comedy', 'Thriller']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,"[80, 18, 9648, 10749]",25376,es,El secreto de sus ojos,12.530999999999999,2010-04-16,The Secret in Their Eyes,7.9,1141,"['Crime', 'Drama', 'Mystery', 'Romance']",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
71,[35],35056,en,Date Night,12.498,2010-04-08,Date Night,6.0,1743,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"[35, 18]",41733,en,Due Date,12.445,2010-11-04,Due Date,6.3,2973,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,"[28, 878, 53, 80]",31867,en,Repo Men,12.437000000000001,2010-03-19,Repo Men,6.2,976,"['Action', 'Science Fiction', 'Thriller', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
74,"[16, 28]",43641,en,Superman/Shazam!: The Return of Black Adam,12.395,2010-11-09,Superman/Shazam!: The Return of Black Adam,7.1,140,"['Animation', 'Action']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,[16],28874,ja,サマーウォーズ,12.275,2010-10-13,Summer Wars,7.5,447,['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.255999999999998,2010-06-10,The Karate Kid,6.3,3140,"['Action', 'Adventure', 'Drama', 'Family']",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
77,"[35, 10751]",33217,en,Diary of a Wimpy Kid,12.255999999999998,2010-03-19,Diary of a Wimpy Kid,6.0,736,"['Comedy', 'Family']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,"[9648, 27, 28]",29427,en,The Crazies,12.245999999999999,2010-02-26,The Crazies,6.2,1036,"['Mystery', 'Horror', 'Action']",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
79,"[28, 53, 80, 9648]",33613,sv,Luftslottet som sprängdes,12.235,2010-10-29,The Girl Who Kicked the Hornet's Nest,7.0,705,"['Action', 'Thriller', 'Crime', 'Mystery']",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
80,"[35, 10749]",39451,en,Little Fockers,12.152999999999999,2010-12-21,Little Fockers,5.6,1883,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81,"[28, 12, 35, 80, 53]",39514,en,RED,12.082,2010-10-14,RED,6.6,4162,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,"[18, 10749, 10752]",22971,en,Dear John,12.048,2010-02-04,Dear John,6.8,2676,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
83,[27],22894,en,Legion,12.032,2010-01-22,Legion,5.3,1154,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,"[12, 14, 16, 878]",37933,ja,ゲド戦記,12.005,2010-08-13,Tales from Earthsea,6.6,502,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
85,"[10749, 35]",25195,en,Leap Year,11.821,2010-01-08,Leap Year,6.7,990,"['Romance', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,"[35, 10749, 18]",38408,en,Life As We Know It,11.806,2010-10-02,Life As We Know It,6.8,1748,"['Comedy', 'Romance', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
87,"[18, 28, 53, 80, 9648]",24253,sv,Flickan som lekte med elden,11.655,2010-07-09,The Girl Who Played with Fire,7.0,881,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
88,"[18, 53]",38363,en,Fair Game,11.624,2010-05-20,Fair Game,6.6,384,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
89,"[35, 10402, 10770]",44244,en,Camp Rock 2: The Final Jam,11.542,2010-09-03,Camp Rock 2: The Final Jam,6.1,878,"['Comedy', 'Music', 'TV Movie']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
90,"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
91,"[28, 12, 16]",30061,en,Justice League: Crisis on Two Earths,11.498,2010-02-23,Justice League: Crisis on Two Earths,7.2,277,"['Action', 'Adventure', 'Animation']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"[18, 10749]",23169,en,Remember Me,11.453,2010-03-12,Remember Me,7.1,2079,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
93,"[12, 18, 53]",44115,en,127 Hours,11.435,2010-11-05,127 Hours,7.0,4469,"['Adventure', 'Drama', 'Thriller']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
94,"[9648, 14, 35, 12]",47533,de,Scooby-Doo! Curse of the Lake Monster,11.372,2010-10-15,Scooby-Doo! Curse of the Lake Monster,5.6,171,"['Mystery', 'Fantasy', 'Comedy', 'Adventure']",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
95,"[35, 27]",43593,en,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029,"['Comedy', 'Horror']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,"[12, 18, 28, 14]",37861,en,Valhalla Rising,11.26,2010-07-16,Valhalla Rising,6.0,582,"['Adventure', 'Drama', 'Action', 'Fantasy']",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
97,"[80, 18, 9648, 53]",12201,en,Edge of Darkness,11.252,2010-01-29,Edge of Darkness,6.3,794,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
98,"[14, 12, 28, 9648]",35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,11.220999999999998,2010-04-14,The Extraordinary Adventures of Adèle Blanc-Sec,6.0,671,"['Fantasy', 'Adventure', 'Action', 'Mystery']",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
99,"[35, 10749]",32856,en,Valentine's Day,11.187000000000001,2010-02-11,Valentine's Day,5.8,1907,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,"[10749, 18, 53, 80]",43539,en,The Next Three Days,11.147,2010-11-19,The Next Three Days,7.0,1469,"['Romance', 'Drama', 'Thriller', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
101,"[16, 10751, 10770]",50393,en,Kung Fu Panda Holiday,11.083,2010-11-26,Kung Fu Panda Holiday,6.6,110,"['Animation', 'Family', 'TV Movie']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
102,"[18, 53, 9648]",26388,en,Buried,10.888,2010-09-24,Buried,6.6,1487,"['Drama', 'Thriller', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
103,"[28, 18, 36]",11645,ja,乱,10.885,1985-09-26,Ran,8.1,600,"['Action', 'Drama', 'History']",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
104,"[12, 28, 35, 53]",41135,en,Operation: Endgame,10.799000000000001,2010-07-20,Operation: Endgame,4.9,88,"['Adventure', 'Action', 'Comedy', 'Thriller']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,"[35, 12, 10751, 14]",38745,en,Gulliver's Travels,10.767999999999999,2010-12-25,Gulliver's Travels,5.1,1282,"['Comedy', 'Adventure', 'Family', 'Fantasy']",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
106,"[16, 12, 10751, 14]",41216,en,Legend of the Guardians: The Owls of Ga'Hoole,10.754000000000001,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,6.6,1223,"['Animation', 'Adventure', 'Family', 'Fantasy']",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
107,"[28, 35, 10751]",23172,en,The Spy Next Door,10.745999999999999,2010-01-15,The Spy Next Door,5.7,650,"['Action', 'Comedy', 'Family']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,"[35, 99, 28]",16290,en,Jackass 3D,10.715,2010-10-15,Jackass 3D,6.3,655,"['Comedy', 'Documentary', 'Action']",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,[18],13078,en,The Babysitters,10.71,2008-05-09,The Babysitters,5.3,125,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,"[28, 53, 80]",15357,fr,Banlieue 13 - Ultimatum,10.661,2010-02-05,District 13: Ultimatum,6.1,555,"['Action', 'Thriller', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,"[53, 27]",10664,es,[REC]²,10.66,2010-07-09,[REC]²,6.5,920,"['Thriller', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
112,"[12, 16, 10751, 35]",51170,en,Open Season 3,10.614,2010-01-25,Open Season 3,5.5,237,"['Adventure', 'Animation', 'Family', 'Comedy']",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,"[35, 18, 10749]",38357,en,Morning Glory,10.595,2010-11-10,Morning Glory,6.3,717,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
114,"[53, 80, 18, 28]",25941,en,Harry Brown,10.555,2010-04-30,Harry Brown,6.8,505,"['Thriller', 'Crime', 'Drama', 'Action']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
115,"[35, 10751, 28, 14]",39691,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,"['Comedy', 'Family', 'Action', 'Fantasy']",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
116,[18],45317,en,The Fighter,10.395,2010-12-17,The Fighter,7.3,2325,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,"[18, 10402, 10749]",27,en,9 Songs,10.332,2004-09-09,9 Songs,4.9,170,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
118,"[28, 53, 10749]",37710,en,The Tourist,10.307,2010-12-10,The Tourist,6.1,3133,"['Action', 'Thriller', 'Romance']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
119,"[18, 10749]",40080,en,The Cutting Edge: Fire & Ice,10.302999999999999,2010-03-14,The Cutting Edge: Fire & Ice,6.0,63,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
120,[878],830,en,Forbidden Planet,10.274000000000001,1956-03-15,Forbidden Planet,7.3,388,['Science Fiction'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,"[16, 10751, 14]",34134,en,Barbie in A Mermaid Tale,10.252,2010-03-01,Barbie in A Mermaid Tale,6.7,282,"['Animation', 'Family', 'Fantasy']",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
